Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
C2CD3,C2 Domain Containing 3 Centriole Elongation Regulator,Protein Coding,41,GC11M074012,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD3
CDH19,Cadherin 19,Protein Coding,41,GC18M066501,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH19
CLINT1,Clathrin Interactor 1,Protein Coding,41,GC05M157785,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLINT1
CPNE3,Copine 3,Protein Coding,41,GC08P086514,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE3
CPNE4,Copine 4,Protein Coding,41,GC03M131533,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE4
CSMD1,CUB And Sushi Multiple Domains 1,Protein Coding,41,GC08M002953,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSMD1
DTNB,Dystrobrevin Beta,Protein Coding,41,GC02M025378,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTNB
KLF3,KLF Transcription Factor 3,Protein Coding,41,GC04P038668,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF3
LIN7A,"Lin-7 Homolog A, Crumbs Cell Polarity Complex Component",Protein Coding,41,GC12M080792,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN7A
LMO3,LIM Domain Only 3,Protein Coding,41,GC12M016548,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO3
LRFN2,Leucine Rich Repeat And Fibronectin Type III Domain Containing 2,Protein Coding,41,GC06M069377,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRFN2
MKLN1,Muskelin 1,Protein Coding,41,GC07P131110,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKLN1
NFKBIZ,NFKB Inhibitor Zeta,Protein Coding,41,GC03P101827,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIZ
NPAS3,Neuronal PAS Domain Protein 3,Protein Coding,41,GC14P032934,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAS3
NXPH1,Neurexophilin 1,Protein Coding,41,GC07P008440,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXPH1
PACRG,Parkin Coregulated,Protein Coding,41,GC06P162727,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACRG
PARP14,Poly(ADP-Ribose) Polymerase Family Member 14,Protein Coding,41,GC03P122680,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP14
PPME1,Protein Phosphatase Methylesterase 1,Protein Coding,41,GC11P074170,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPME1
PRDM6,PR/SET Domain 6,Protein Coding,41,GC05P123089,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM6
SDR9C7,Short Chain Dehydrogenase/Reductase Family 9C Member 7,Protein Coding,41,GC12M056923,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDR9C7
SESN3,Sestrin 3,Protein Coding,41,GC11M097722,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SESN3
SYN2,Synapsin II,Protein Coding,41,GC03P012736,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYN2
TARBP1,TAR (HIV-1) RNA Binding Protein 1,Protein Coding,41,GC01M234391,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARBP1
TECTA,Tectorin Alpha,Protein Coding,41,GC11P121101,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECTA
TMEM126B,Transmembrane Protein 126B,Protein Coding,41,GC11P085628,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM126B
TOX,Thymocyte Selection Associated High Mobility Group Box,Protein Coding,41,GC08M058805,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOX
TRHDE,Thyrotropin Releasing Hormone Degrading Enzyme,Protein Coding,41,GC12P072087,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRHDE
TRIM9,Tripartite Motif Containing 9,Protein Coding,41,GC14M050975,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM9
TRPC7,Transient Receptor Potential Cation Channel Subfamily C Member 7,Protein Coding,41,GC05M136212,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC7
ABI3BP,ABI Family Member 3 Binding Protein,Protein Coding,40,GC03M100749,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABI3BP
AFAP1L2,Actin Filament Associated Protein 1 Like 2,Protein Coding,40,GC10M114281,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1L2
AKAP7,A-Kinase Anchoring Protein 7,Protein Coding,40,GC06P131126,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP7
ARHGAP22,Rho GTPase Activating Protein 22,Protein Coding,40,GC10M048430,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP22
CCL27,C-C Motif Chemokine Ligand 27,Protein Coding,40,GC09M034662,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL27
CNTN5,Contactin 5,Protein Coding,40,GC11P099020,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN5
COL21A1,Collagen Type XXI Alpha 1 Chain,Protein Coding,40,GC06M069648,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL21A1
CPSF2,Cleavage And Polyadenylation Specific Factor 2,Protein Coding,40,GC14P092121,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF2
CSMD3,CUB And Sushi Multiple Domains 3,Protein Coding,40,GC08M112223,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSMD3
FAIM2,Fas Apoptotic Inhibitory Molecule 2,Protein Coding,40,GC12M049866,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAIM2
FEZ2,Fasciculation And Elongation Protein Zeta 2,Protein Coding,40,GC02M036519,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEZ2
GABPB1,GA Binding Protein Transcription Factor Subunit Beta 1,Protein Coding,40,GC15M050275,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABPB1
GPRC6A,G Protein-Coupled Receptor Class C Group 6 Member A,Protein Coding,40,GC06M116793,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRC6A
JAZF1,JAZF Zinc Finger 1,Protein Coding,40,GC07M027830,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAZF1
MPHOSPH6,M-Phase Phosphoprotein 6,Protein Coding,40,GC16M082181,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH6
NAALADL2,N-Acetylated Alpha-Linked Acidic Dipeptidase Like 2,Protein Coding,40,GC03P174438,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAALADL2
NUDT12,Nudix Hydrolase 12,Protein Coding,40,GC05M103548,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT12
PPFIA2,PTPRF Interacting Protein Alpha 2,Protein Coding,40,GC12M081257,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIA2
PSD3,Pleckstrin And Sec7 Domain Containing 3,Protein Coding,40,GC08M018527,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSD3
RGS8,Regulator Of G Protein Signaling 8,Protein Coding,40,GC01M183842,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS8
RNF111,Ring Finger Protein 111,Protein Coding,40,GC15P058866,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF111
SIPA1L2,Signal Induced Proliferation Associated 1 Like 2,Protein Coding,40,GC01M232397,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L2
SMC5,Structural Maintenance Of Chromosomes 5,Protein Coding,40,GC09P070258,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC5
ST18,ST18 C2H2C-Type Zinc Finger Transcription Factor,Protein Coding,40,GC08M052110,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST18
SVEP1,"Sushi, Von Willebrand Factor Type A, EGF And Pentraxin Domain Containing 1",Protein Coding,40,GC09M110365,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVEP1
TMEM9,Transmembrane Protein 9,Protein Coding,40,GC01M201134,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM9
TMTC2,Transmembrane O-Mannosyltransferase Targeting Cadherins 2,Protein Coding,40,GC12P082687,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMTC2
YTHDC2,YTH Domain Containing 2,Protein Coding,40,GC05P113513,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDC2
ZWINT,ZW10 Interacting Kinetochore Protein,Protein Coding,40,GC10M056357,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZWINT
APOL3,Apolipoprotein L3,Protein Coding,39,GC22M036140,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOL3
ATL2,Atlastin GTPase 2,Protein Coding,39,GC02M038294,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATL2
ATOH1,Atonal BHLH Transcription Factor 1,Protein Coding,39,GC04P093828,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATOH1
BTBD3,BTB Domain Containing 3,Protein Coding,39,GC20P011890,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD3
DCD,Dermcidin,Protein Coding,39,GC12M054644,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCD
KLHL1,Kelch Like Family Member 1,Protein Coding,39,GC13M069700,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL1
OMA1,OMA1 Zinc Metallopeptidase,Protein Coding,39,GC01M058415,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMA1
RASSF3,Ras Association Domain Family Member 3,Protein Coding,39,GC12P064507,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF3
RHOBTB1,Rho Related BTB Domain Containing 1,Protein Coding,39,GC10M060869,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOBTB1
SERBP1,SERPINE1 MRNA Binding Protein 1,Protein Coding,39,GC01M067407,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERBP1
TMEM135,Transmembrane Protein 135,Protein Coding,39,GC11P087037,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM135
ZNF12,Zinc Finger Protein 12,Protein Coding,39,GC07M008258,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF12
ZNF521,Zinc Finger Protein 521,Protein Coding,39,GC18M025061,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF521
AGBL1,AGBL Carboxypeptidase 1,Protein Coding,38,GC15P120997,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGBL1
CHORDC1,Cysteine And Histidine Rich Domain Containing 1,Protein Coding,38,GC11M090200,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHORDC1
CNOT6,CCR4-NOT Transcription Complex Subunit 6,Protein Coding,38,GC05P180494,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT6
COL24A1,Collagen Type XXIV Alpha 1 Chain,Protein Coding,38,GC01M085729,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL24A1
CTTNBP2,Cortactin Binding Protein 2,Protein Coding,38,GC07M117710,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTNBP2
FBXL17,F-Box And Leucine Rich Repeat Protein 17,Protein Coding,38,GC05M107859,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL17
IGFBPL1,Insulin Like Growth Factor Binding Protein Like 1,Protein Coding,38,GC09M040271,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBPL1
MAGOHB,"Mago Homolog B, Exon Junction Complex Subunit",Protein Coding,38,GC12M021853,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGOHB
NAV3,Neuron Navigator 3,Protein Coding,38,GC12P077334,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAV3
NUP37,Nucleoporin 37,Protein Coding,38,GC12M102073,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP37
PPP3R2,"Protein Phosphatase 3 Regulatory Subunit B, Beta",Protein Coding,38,GC09M101591,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3R2
SLCO6A1,Solute Carrier Organic Anion Transporter Family Member 6A1,Protein Coding,38,GC05M102371,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO6A1
SPAG16,Sperm Associated Antigen 16,Protein Coding,38,GC02P213284,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG16
SPOCK3,"SPARC (Osteonectin), Cwcv And Kazal Like Domains Proteoglycan 3",Protein Coding,38,GC04M166733,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPOCK3
SRGAP2,SLIT-ROBO Rho GTPase Activating Protein 2,Protein Coding,38,GC01P206203,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRGAP2
TEKT3,Tektin 3,Protein Coding,38,GC17M015303,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEKT3
TTC29,Tetratricopeptide Repeat Domain 29,Protein Coding,38,GC04M146706,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC29
UBP1,Upstream Binding Protein 1,Protein Coding,38,GC03M033404,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBP1
VIT,Vitrin,Protein Coding,38,GC02P036696,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIT
ZC3H12C,Zinc Finger CCCH-Type Containing 12C,Protein Coding,38,GC11P110092,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12C
ACTBL2,Actin Beta Like 2,Protein Coding,37,GC05M057480,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTBL2
ANAPC4,Anaphase Promoting Complex Subunit 4,Protein Coding,37,GC04P025379,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC4
ARHGAP20,Rho GTPase Activating Protein 20,Protein Coding,37,GC11M110577,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP20
FAM135B,Family With Sequence Similarity 135 Member B,Protein Coding,37,GC08M138130,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM135B
FERD3L,Fer3 Like BHLH Transcription Factor,Protein Coding,37,GC07M019144,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERD3L
FSIP1,Fibrous Sheath Interacting Protein 1,Protein Coding,37,GC15M039594,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSIP1
KRT77,Keratin 77,Protein Coding,37,GC12M052689,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT77
PHF20L1,PHD Finger Protein 20 Like 1,Protein Coding,37,GC08P132775,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF20L1
PPP4R4,Protein Phosphatase 4 Regulatory Subunit 4,Protein Coding,37,GC14P094146,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP4R4
SGCZ,Sarcoglycan Zeta,Protein Coding,37,GC08M014089,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCZ
SLC46A2,Solute Carrier Family 46 Member 2,Protein Coding,37,GC09M112878,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC46A2
ST8SIA6,"ST8 Alpha-N-Acetyl-Neuraminide Alpha-2,8-Sialyltransferase 6",Protein Coding,37,GC10M017315,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST8SIA6
STK32B,Serine/Threonine Kinase 32B,Protein Coding,37,GC04P005020,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK32B
TANC1,"Tetratricopeptide Repeat, Ankyrin Repeat And Coiled-Coil Containing 1",Protein Coding,37,GC02P158968,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANC1
TMEM132B,Transmembrane Protein 132B,Protein Coding,37,GC12P125186,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM132B
TMEM41B,Transmembrane Protein 41B,Protein Coding,37,GC11M009280,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM41B
XIRP2,Xin Actin Binding Repeat Containing 2,Protein Coding,37,GC02P166888,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIRP2
ZHX3,Zinc Fingers And Homeoboxes 3,Protein Coding,37,GC20M041178,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZHX3
ZNF536,Zinc Finger Protein 536,Protein Coding,37,GC19P069552,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF536
ANKRD44,Ankyrin Repeat Domain 44,Protein Coding,36,GC02M196967,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD44
C1orf87,Chromosome 1 Open Reading Frame 87,Protein Coding,36,GC01M059987,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf87
CCDC148,Coiled-Coil Domain Containing 148,Protein Coding,36,GC02M158171,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC148
CLNK,Cytokine Dependent Hematopoietic Cell Linker,Protein Coding,36,GC04M010491,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLNK
CPEB2,Cytoplasmic Polyadenylation Element Binding Protein 2,Protein Coding,36,GC04P018697,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB2
DAOA,D-Amino Acid Oxidase Activator,Protein Coding,36,GC13P105465,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAOA
DPY19L1,Dpy-19 Like C-Mannosyltransferase 1,Protein Coding,36,GC07M034935,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPY19L1
GALNTL6,Polypeptide N-Acetylgalactosaminyltransferase Like 6,Protein Coding,36,GC04P171813,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNTL6
GPRIN3,GPRIN Family Member 3,Protein Coding,36,GC04M089236,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRIN3
NKAIN2,Sodium/Potassium Transporting ATPase Interacting 2,Protein Coding,36,GC06P123803,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKAIN2
PRR16,Proline Rich 16,Protein Coding,36,GC05P120464,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR16
TMEM200A,Transmembrane Protein 200A,Protein Coding,36,GC06P130365,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM200A
TRANK1,Tetratricopeptide Repeat And Ankyrin Repeat Containing 1,Protein Coding,36,GC03M036845,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRANK1
ZBTB1,Zinc Finger And BTB Domain Containing 1,Protein Coding,36,GC14P064503,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB1
ZSWIM5,Zinc Finger SWIM-Type Containing 5,Protein Coding,36,GC01M045016,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSWIM5
ARMS2,Age-Related Maculopathy Susceptibility 2,Protein Coding,35,GC10P122454,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMS2
ATXN3L,Ataxin 3 Like,Protein Coding,35,GC0XM013336,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN3L
CCDC66,Coiled-Coil Domain Containing 66,Protein Coding,35,GC03P056558,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC66
CYLC2,Cylicin 2,Protein Coding,35,GC09P102995,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYLC2
EFCAB6,EF-Hand Calcium Binding Domain 6,Protein Coding,35,GC22M059460,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFCAB6
ETAA1,ETAA1 Activator Of ATR Kinase,Protein Coding,35,GC02P067397,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETAA1
FAM170A,Family With Sequence Similarity 170 Member A,Protein Coding,35,GC05P119629,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM170A
FAM174A,Family With Sequence Similarity 174 Member A,Protein Coding,35,GC05P100535,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM174A
FNDC7,Fibronectin Type III Domain Containing 7,Protein Coding,35,GC01P108712,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC7
SVIP,Small VCP Interacting Protein,Protein Coding,35,GC11M022799,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVIP
WDR25,WD Repeat Domain 25,Protein Coding,35,GC14P110107,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR25
ACTL8,Actin Like 8,Protein Coding,34,GC01P017969,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTL8
AJAP1,Adherens Junctions Associated Protein 1,Protein Coding,34,GC01P004654,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AJAP1
CCDC81,Coiled-Coil Domain Containing 81,Protein Coding,34,GC11P086374,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC81
DNAJC5B,DnaJ Heat Shock Protein Family (Hsp40) Member C5 Beta,Protein Coding,34,GC08P066021,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC5B
FAM107B,Family With Sequence Similarity 107 Member B,Protein Coding,34,GC10M014519,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM107B
FAM184A,Family With Sequence Similarity 184 Member A,Protein Coding,34,GC06M118959,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM184A
RGS21,Regulator Of G Protein Signaling 21,Protein Coding,34,GC01P192286,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS21
SHISA9,Shisa Family Member 9,Protein Coding,34,GC16P012901,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHISA9
SLC16A11,Solute Carrier Family 16 Member 11,Protein Coding,34,GC17M007041,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A11
SPINK13,Serine Peptidase Inhibitor Kazal Type 13,Protein Coding,34,GC05P148268,0.409868896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK13
